Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre
YG - My Hitta,YG,336323466,76778,2013.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
Britney Spears - Work Bitch,Britney Spears,336210469,75097,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
Twenty One Pilots - House of Gold,Twenty One Pilots,335961208,80329,2013.0,Rock,"['modern rock', 'pop', 'pov: indie', 'rock']",modern rock,pop,pov: indie
Ed Sheeran - I'm a Mess,Ed Sheeran,335373016,32729,2013.0,Pop,"['pop', 'singer-songwriter pop', 'uk pop']",pop,singer-songwriter pop,uk pop
Ed Sheeran - All of the Stars,Ed Sheeran,333405674,53816,2013.0,Pop,"['pop', 'singer-songwriter pop', 'uk pop']",pop,singer-songwriter pop,uk pop
JAY-Z - Holy Grail,JAY-Z,333358673,63625,2013.0,Hip-Hop/Rap,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",east coast hip hop,gangster rap,hip hop
A$AP Rocky - Wild for the Night,A$AP Rocky,333315924,41192,2013.0,Hip-Hop/Rap,"['east coast hip hop', 'hip hop', 'rap']",east coast hip hop,hip hop,rap
Woodkid - Run Boy Run,Woodkid,328184944,201174,2013.0,Pop,['chamber pop'],chamber pop,Unknown,Unknown
Jeremih - All The Time,Jeremih,327149110,120636,2013.0,Hip-Hop/Rap,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",chicago rap,pop rap,r&b
We The Kings - Sad Song,We The Kings,326499846,46194,2013.0,Pop,"['neon pop punk', 'piano rock', 'pop punk']",neon pop punk,piano rock,pop punk
Daft Punk - Lose Yourself to Dance,Daft Punk,326032207,83533,2013.0,Electronic/Dance,"['electro', 'filter house', 'rock']",electro,filter house,rock
Lorde - Tennis Court,Lorde,318786255,62705,2013.0,Pop,"['art pop', 'metropopolis', 'nz pop', 'pop']",art pop,metropopolis,nz pop
Jhené Aiko - The Worst,Jhené Aiko,318392540,148511,2013.0,R&B/Soul,['r&b'],r&b,Unknown,Unknown
Birdy - Wings,Birdy,318115546,172331,2013.0,Rock,"['neo mellow', 'uk pop', 'viral pop']",neo mellow,uk pop,viral pop
Ed Sheeran - Bloodstream,Ed Sheeran,315885894,43452,2013.0,Pop,"['pop', 'singer-songwriter pop', 'uk pop']",pop,singer-songwriter pop,uk pop
Sara Bareilles - Brave,Sara Bareilles,315456794,60775,2013.0,Pop,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",acoustic pop,ectofolk,lilith
Ariana Grande - Almost Is Never Enough,Ariana Grande,313997356,83762,2013.0,Pop,['pop'],pop,Unknown,Unknown
One Direction - Strong,One Direction,313036186,160288,2013.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
Avicii - You Make Me,Avicii,311286733,59532,2013.0,Pop,"['dance pop', 'edm', 'pop', 'pop dance']",dance pop,edm,pop
Eminem - Berzerk,Eminem,310669069,46282,2013.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
Major Lazer - Watch Out For This (Bumaye),Major Lazer,307267220,47424,2013.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",dance pop,edm,electro house
J. Cole - Crooked Smile,J. Cole,305943432,82125,2013.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop
Phantogram - Black Out Days,Phantogram,305241434,155902,2013.0,Electronic/Dance,"['indietronica', 'metropopolis', 'neo-synthpop']",indietronica,metropopolis,neo-synthpop
Banda Tierra Sagrada - La Buena y la Mala,Banda Tierra Sagrada,304182181,174961,2013.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
Aloe Blacc - The Man,Aloe Blacc,299673067,49110,2013.0,Pop,"['pop soul', 'r&b']",pop soul,r&b,Unknown
Marc Anthony - Flor Pálida,Marc Anthony,289423574,140674,2013.0,Pop,"['latin pop', 'modern salsa', 'salsa', 'tropical']",latin pop,modern salsa,salsa
Stromae - Tous les mêmes,Stromae,288281689,135046,2013.0,Pop,"['belgian pop', 'g-house']",belgian pop,g-house,Unknown
Foals - My Number,Foals,285502314,60546,2013.0,Electronic/Dance,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'oxford indie', 'shimmer pop']",alternative dance,garage rock,indie rock
Yung Lean - Ginseng Strip 2002,Yung Lean,283877052,111241,2013.0,Hip-Hop/Rap,"['cloud rap', 'psychedelic hip hop', 'underground hip hop']",cloud rap,psychedelic hip hop,underground hip hop
Drake - Pound Cake / Paris Morton Music 2,Drake,281499537,67673,2013.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
Beyoncé - XO,Beyoncé,279695289,69536,2013.0,Pop,"['pop', 'r&b']",pop,r&b,Unknown
A$AP Rocky - Fashion Killa,A$AP Rocky,276491074,304326,2013.0,Hip-Hop/Rap,"['east coast hip hop', 'hip hop', 'rap']",east coast hip hop,hip hop,rap
Ed Sheeran - One,Ed Sheeran,275146877,30399,2013.0,Pop,"['pop', 'singer-songwriter pop', 'uk pop']",pop,singer-songwriter pop,uk pop
Kodaline - High Hopes,Kodaline,275100322,45957,2013.0,Pop,"['irish pop', 'modern rock', 'neo mellow']",irish pop,modern rock,neo mellow
Katy Perry - This Is How We Do,Katy Perry,272385524,48949,2013.0,Pop,['pop'],pop,Unknown,Unknown
Mithoon - Tum Hi Ho,Mithoon,272037787,347913,2013.0,World/Traditional,"['filmi', 'modern bollywood']",filmi,modern bollywood,Unknown
Sevyn Streeter - It Won't Stop,Sevyn Streeter,271683598,92772,2013.0,Pop,"['hip pop', 'r&b', 'trap queen', 'urban contemporary']",hip pop,r&b,trap queen
Milky Chance - Flashed Junk Mind,Milky Chance,269316583,142590,2013.0,Pop,"['german pop', 'modern rock']",german pop,modern rock,Unknown
Stromae - Formidable,Stromae,267911073,158345,2013.0,Pop,"['belgian pop', 'g-house']",belgian pop,g-house,Unknown
DVBBS - Tsunami,DVBBS,266474991,78142,2013.0,Electronic/Dance,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",canadian electronic,dutch house,edm
Klangkarussell - Sonnentanz,Klangkarussell,260829183,164245,2013.0,Pop,"['austrian pop', 'deep euro house']",austrian pop,deep euro house,Unknown
will.i.am - #thatPOWER,will.i.am,260675366,68621,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
Duelo - Puño De Diamantes,Duelo,260660064,364614,2013.0,Pop,['clap and tap'],clap and tap,Unknown,Unknown
Eminem - Survival,Eminem,260436383,33128,2013.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
Pritam - Kabira,Pritam,257874552,263585,2013.0,World/Traditional,"['filmi', 'indian instrumental', 'modern bollywood']",filmi,indian instrumental,modern bollywood
Sage The Gemini - Gas Pedal,Sage The Gemini,257494760,63812,2013.0,Hip-Hop/Rap,"['hyphy', 'pop rap', 'southern hip hop', 'trap']",hyphy,pop rap,southern hip hop
Empire Of The Sun - Alive,Empire Of The Sun,252102870,128047,2013.0,Electronic/Dance,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",australian dance,australian electropop,dance rock
James Blunt - Bonfire Heart,James Blunt,251643064,65981,2013.0,Rock,['neo mellow'],neo mellow,Unknown,Unknown
Fergie - A Little Party Never Killed Nobody (All We Got),Fergie,250442140,48082,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
Banda MS de Sergio Lizárraga - Hermosa Experiencia,Banda MS de Sergio Lizárraga,250363344,258620,2013.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”),Anna Kendrick,250041436,87789,2013.0,Pop,"['hollywood', 'movie tunes']",hollywood,movie tunes,Unknown
Arcángel - Hace Mucho Tiempo,Arcángel,249960901,287688,2013.0,Hip-Hop/Rap,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,reggaeton,trap latino
Jhené Aiko - Stay Ready (What A Life),Jhené Aiko,248228166,273347,2013.0,R&B/Soul,['r&b'],r&b,Unknown,Unknown
Justin Timberlake - Suit & Tie,Justin Timberlake,246986216,58556,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
Milky Chance - Cocoon,Milky Chance,246963897,57644,2013.0,Pop,"['german pop', 'modern rock']",german pop,modern rock,Unknown
Lorde - Buzzcut Season,Lorde,246402903,84745,2013.0,Pop,"['art pop', 'metropopolis', 'nz pop', 'pop']",art pop,metropopolis,nz pop
Rudimental - Waiting All Night,Rudimental,244815692,67349,2013.0,Pop,"['pop dance', 'uk dance', 'uk funky']",pop dance,uk dance,uk funky
José González - Stay Alive,José González,243620774,58963,2013.0,Pop,"['chamber pop', 'gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",chamber pop,gothenburg indie,indie folk
Jason Derulo - The Other Side,Jason Derulo,243517744,52307,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
Arctic Monkeys - One For The Road,Arctic Monkeys,243283979,74052,2013.0,Rock,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,modern rock,permanent wave
Twenty One Pilots - Holding on to You,Twenty One Pilots,241482278,49469,2013.0,Rock,"['modern rock', 'pop', 'pov: indie', 'rock']",modern rock,pop,pov: indie
Sebastian Ingrosso - Reload,Sebastian Ingrosso,241447081,65320,2013.0,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",dutch house,edm,electro house
Kid Cudi - Just What I Am,Kid Cudi,239634016,48978,2013.0,Hip-Hop/Rap,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",hip hop,ohio hip hop,pop rap
Avril Lavigne - Here's to Never Growing Up,Avril Lavigne,239604219,78105,2013.0,Pop,"['canadian pop', 'candy pop', 'dance pop', 'pop']",canadian pop,candy pop,dance pop
Edwin Luna y La Trakalosa de Monterrey - Borracho de Amor,Edwin Luna y La Trakalosa de Monterrey,239005531,129591,2013.0,World/Traditional,"['banda', 'musica mexicana', 'norteno', 'sad sierreno']",banda,musica mexicana,norteno
Tim McGraw - Highway Don't Care,Tim McGraw,238298066,92418,2013.0,World/Traditional,"['contemporary country', 'country', 'country road']",contemporary country,country,country road
Julión Álvarez y su Norteño Banda - Ojos Verdes,Julión Álvarez y su Norteño Banda,235969661,310088,2013.0,World/Traditional,"['banda', 'musica mexicana', 'norteno', 'sad sierreno']",banda,musica mexicana,norteno
Bring Me The Horizon - Sleepwalking,Bring Me The Horizon,235628597,166648,2013.0,Metal,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",melodic metalcore,metalcore,modern rock
The 1975 - Girls,The 1975,234044591,42902,2013.0,Rock,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",modern alternative rock,modern rock,pop
Wisin & Yandel - Pam Pam,Wisin & Yandel,231911782,153057,2013.0,Hip-Hop/Rap,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",electro latino,reggaeton,trap latino
The Platters - The Great Pretender,The Platters,231407620,98899,2013.0,R&B/Soul,"['adult standards', 'easy listening', 'motown', 'rock-and-roll', 'rockabilly']",adult standards,easy listening,motown
Arctic Monkeys - No. 1 Party Anthem,Arctic Monkeys,229322868,141664,2013.0,Rock,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,modern rock,permanent wave
Chief Keef - I Don't Like (Remix),Chief Keef,228770595,102383,2013.0,R&B/Soul,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",chicago bop,chicago drill,chicago rap
Hozier - Angel of Small Death and the Codeine Scene,Hozier,228534236,103471,2013.0,Rock,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",irish singer-songwriter,modern rock,pop
Jason Derulo - Marry Me,Jason Derulo,228389529,35117,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
Julión Álvarez y su Norteño Banda - Te Hubieras Ido Antes,Julión Álvarez y su Norteño Banda,227984620,282244,2013.0,World/Traditional,"['banda', 'musica mexicana', 'norteno', 'sad sierreno']",banda,musica mexicana,norteno
Ariana Grande - Last Christmas,Ariana Grande,227570947,13137,2013.0,Pop,['pop'],pop,Unknown,Unknown
Faul & Wad - Changes,Faul & Wad,227429569,26745,2013.0,Electronic/Dance,['tropical house'],tropical house,Unknown,Unknown
Panic! At The Disco - Miss Jackson,Panic! At The Disco,226170728,30454,2013.0,Pop,['pop'],pop,Unknown,Unknown
A$AP Rocky - Goldie,A$AP Rocky,226104145,44025,2013.0,Hip-Hop/Rap,"['east coast hip hop', 'hip hop', 'rap']",east coast hip hop,hip hop,rap
Gloria Trevi - No Querías Lastimarme,Gloria Trevi,224875926,158617,2013.0,Pop,"['latin arena pop', 'latin pop', 'mexican pop']",latin arena pop,latin pop,mexican pop
One Direction - Midnight Memories,One Direction,223864007,53215,2013.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
Avenged Sevenfold - Shepherd of Fire,Avenged Sevenfold,223316885,78603,2013.0,Metal,['alternative metal'],alternative metal,Unknown,Unknown
Milky Chance - Down By The River,Milky Chance,220377486,138046,2013.0,Pop,"['german pop', 'modern rock']",german pop,modern rock,Unknown
Katy Perry - Birthday,Katy Perry,220176931,62289,2013.0,Pop,['pop'],pop,Unknown,Unknown
RY X - Berlin,RY X,219472631,42075,2013.0,Indie/Alternative,"['indie anthem-folk', 'indie folk']",indie anthem-folk,indie folk,Unknown
"Tyler, The Creator - IFHY","Tyler, The Creator",218596411,116008,2013.0,Hip-Hop/Rap,"['hip hop', 'rap']",hip hop,rap,Unknown
Los Ángeles Azules - Mis Sentimientos,Los Ángeles Azules,218482724,110037,2013.0,World/Traditional,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']",gruperas inmortales,musica mexicana,nu-cumbia
Cody Simpson - La Da Dee,Cody Simpson,218292482,57872,2013.0,Pop,"['australian pop', 'pop', 'post-teen pop']",australian pop,pop,post-teen pop
Volbeat - Lola Montez,Volbeat,218160258,65086,2013.0,Metal,"['danish metal', 'danish rock']",danish metal,danish rock,Unknown
Martin Garrix - Animals,Martin Garrix,217762216,65021,2013.0,Electronic/Dance,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",dutch edm,edm,pop
PARTYNEXTDOOR - Wus Good / Curious,PARTYNEXTDOOR,217170902,172302,2013.0,R&B/Soul,"['r&b', 'rap', 'urban contemporary']",r&b,rap,urban contemporary
Yellow Claw - DJ Turn It Up,Yellow Claw,217033962,40625,2013.0,Electronic/Dance,"['dutch house', 'edm', 'electro house', 'electronic trap', 'pop dance']",dutch house,edm,electro house
Jhené Aiko - Bed Peace,Jhené Aiko,213329372,232227,2013.0,R&B/Soul,['r&b'],r&b,Unknown,Unknown
Leona Lewis - One More Sleep,Leona Lewis,211932323,3133,2013.0,Pop,"['british soul', 'dance pop', 'pop', 'talent show']",british soul,dance pop,pop
Baby Rasta & Gringo - Me Niegas,Baby Rasta & Gringo,211361187,135447,2013.0,World/Traditional,"['reggaeton', 'salsa choke', 'urbano latino']",reggaeton,salsa choke,urbano latino
Villagers - Nothing Arrived,Villagers,211021599,22117,2013.0,Pop,"['chamber pop', 'indie folk', 'irish rock']",chamber pop,indie folk,irish rock
salvia palth - (dream),salvia palth,210434222,493549,2013.0,World/Traditional,"['countrygaze', 'lo-fi emo', 'lo-fi indie', 'pov: indie', 'slowcore', 'small room']",countrygaze,lo-fi emo,lo-fi indie
Tom Odell - Another Love,Tom Odell,208624486,42574,2013.0,Pop,['chill pop'],chill pop,Unknown,Unknown
Zoé - Arrullo De Estrellas,Zoé,206757107,100200,2013.0,Rock,"['latin alternative', 'latin rock', 'mexican rock', 'morelos indie', 'rock en espanol']",latin alternative,latin rock,mexican rock
Ariana Grande - Santa Baby,Ariana Grande,206589767,4426,2013.0,Pop,['pop'],pop,Unknown,Unknown
Nina Simone - My Baby Just Cares for Me (2013,Nina Simone,204785070,96728,2013.0,R&B/Soul,"['jazz blues', 'neo soul', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",jazz blues,neo soul,soul
Jack Johnson - I Got You,Jack Johnson,204693820,70789,2013.0,Rock,['neo mellow'],neo mellow,Unknown,Unknown
Blake Shelton - Boys 'Round Here,Blake Shelton,203523804,58062,2013.0,World/Traditional,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",classic oklahoma country,contemporary country,country
Alligatoah - Willst du,Alligatoah,203243333,109394,2013.0,Pop,['german pop'],german pop,Unknown,Unknown
Drake - Too Much,Drake,201249772,44384,2013.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
Fall Out Boy - Alone Together,Fall Out Boy,201100135,32826,2013.0,Rock,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",emo,modern rock,pop
James Blake - Retrograde,James Blake,200944216,34363,2013.0,Pop,"['art pop', 'indie soul', 'indietronica', 'uk alternative pop']",art pop,indie soul,indietronica
Zendaya - Replay,Zendaya,200248140,51024,2013.0,Pop,"['pop', 'post-teen pop']",pop,post-teen pop,Unknown
Disclosure - Help Me Lose My Mind,Disclosure,199418856,71226,2013.0,Electronic/Dance,"['edm', 'house', 'indietronica', 'uk dance']",edm,house,indietronica
Kanye West - Blood On The Leaves,Kanye West,199327118,35707,2013.0,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap
Wilkinson - Afterglow,Wilkinson,199084682,81304,2013.0,Electronic/Dance,"['dancefloor dnb', 'drum and bass', 'uk dance']",dancefloor dnb,drum and bass,uk dance
A$AP Ferg - Shabba,A$AP Ferg,198892013,25845,2013.0,Hip-Hop/Rap,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pop rap,rap
Five Finger Death Punch - Lift Me Up,Five Finger Death Punch,196830123,53308,2013.0,Metal,"['alternative metal', 'groove metal', 'nu metal']",alternative metal,groove metal,nu metal
Sticky Fingers - How To Fly,Sticky Fingers,196198530,120008,2013.0,World/Traditional,"['australian reggae fusion', 'australian surf rock', 'reggae fusion']",australian reggae fusion,australian surf rock,reggae fusion
La Arrolladora Banda El Limón De Rene Camacho - Mi Segunda Vida,La Arrolladora Banda El Limón De Rene Camacho,195971101,282090,2013.0,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno
Paul Kalkbrenner - Sky and Sand,Paul Kalkbrenner,195825466,119935,2013.0,Electronic/Dance,"['electronica', 'german techno', 'leipzig electronic', 'minimal techno']",electronica,german techno,leipzig electronic
Fly Project - Toca Toca,Fly Project,195674424,140432,2013.0,Pop,['romanian pop'],romanian pop,Unknown,Unknown
James Bay - Need The Sun To Break,James Bay,194322109,18312,2013.0,Rock,"['neo mellow', 'pop', 'uk pop']",neo mellow,pop,uk pop
Michael Bublé - It's a Beautiful Day,Michael Bublé,193853092,45764,2013.0,Other,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",adult standards,canadian pop,jazz pop
Major Lazer - Get Free,Major Lazer,193264784,45260,2013.0,Pop,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",dance pop,edm,electro house
Maluma - La Temperatura,Maluma,192757452,48010,2013.0,Pop,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",latin pop,reggaeton,reggaeton colombiano
Ciara - Body Party,Ciara,192443658,56557,2013.0,Pop,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",dance pop,hip pop,pop
London Grammar - Strong,London Grammar,192048395,49172,2013.0,Pop,"['metropopolis', 'nottingham indie']",metropopolis,nottingham indie,Unknown
Bastille - Things We Lost In The Fire,Bastille,192028144,44113,2013.0,Rock,"['metropopolis', 'modern rock', 'pop']",metropopolis,modern rock,pop
Cash Cash - Take Me Home,Cash Cash,192001759,39195,2013.0,Electronic/Dance,['jersey club'],jersey club,Unknown,Unknown
Carlos Vives - Volví a Nacer,Carlos Vives,191878676,85629,2013.0,Pop,"['colombian pop', 'latin pop', 'vallenato']",colombian pop,latin pop,vallenato
Parra for Cuva - Wicked Games,Parra for Cuva,191823724,175157,2013.0,Electronic/Dance,"['deep euro house', 'downtempo', 'new french touch']",deep euro house,downtempo,new french touch
Ylvis - The Fox (What Does the Fox Say?),Ylvis,188784664,61239,2013.0,Other,['comic'],comic,Unknown,Unknown
Bastille - Oblivion,Bastille,188639454,25724,2013.0,Rock,"['metropopolis', 'modern rock', 'pop']",metropopolis,modern rock,pop
Echosmith - Bright,Echosmith,188316071,13000,2013.0,Pop,"['electropop', 'indie poptimism', 'viral pop']",electropop,indie poptimism,viral pop
BTS - No More Dream,BTS,187696383,59020,2013.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
One Direction - Half a Heart,One Direction,186996383,29093,2013.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
Thomas Rhett - It Goes Like This,Thomas Rhett,186750704,53452,2013.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
BTS - Like,BTS,186465020,54725,2013.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
Bastille - Of The Night,Bastille,186392049,17765,2013.0,Rock,"['metropopolis', 'modern rock', 'pop']",metropopolis,modern rock,pop
Drake - Worst Behavior,Drake,186335370,23939,2013.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
Bring Me The Horizon - Shadow Moses,Bring Me The Horizon,185533647,79372,2013.0,Metal,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",melodic metalcore,metalcore,modern rock
The 1975 - Fallingforyou,The 1975,184818440,59530,2013.0,Rock,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",modern alternative rock,modern rock,pop
Chance the Rapper - Cocoa Butter Kisses,Chance the Rapper,184698961,64598,2013.0,Hip-Hop/Rap,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",chicago rap,conscious hip hop,hip hop
CHVRCHES - The Mother We Share,CHVRCHES,183569606,24505,2013.0,Electronic/Dance,"['indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']",indietronica,metropopolis,neo-synthpop
Imran Khan - Satisfya,Imran Khan,183095387,71009,2013.0,Hip-Hop/Rap,"['desi hip hop', 'desi pop', 'desi trap', 'pakistani hip hop']",desi hip hop,desi pop,desi trap
Sleeping At Last - Saturn,Sleeping At Last,180314078,63601,2013.0,R&B/Soul,"['ambient worship', 'chamber pop']",ambient worship,chamber pop,Unknown
Traviezoz de la Zierra - Mi Pasado y Mi Presente,Traviezoz de la Zierra,180086644,69154,2013.0,World/Traditional,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,musica mexicana
Ariana Grande - Daydreamin',Ariana Grande,178600108,100885,2013.0,Pop,['pop'],pop,Unknown,Unknown
Julia Sheer - Little Talks,Julia Sheer,177202681,16412,2013.0,Pop,['viral pop'],viral pop,Unknown,Unknown
Lorde - Everybody Wants To Rule The World,Lorde,176917616,63233,2013.0,Pop,"['art pop', 'metropopolis', 'nz pop', 'pop']",art pop,metropopolis,nz pop
John Mayer - Who You Love,John Mayer,176131810,29518,2013.0,Rock,"['neo mellow', 'singer-songwriter']",neo mellow,singer-songwriter,Unknown
Ed Sheeran - Afire Love,Ed Sheeran,175754756,15839,2013.0,Pop,"['pop', 'singer-songwriter pop', 'uk pop']",pop,singer-songwriter pop,uk pop
One Direction - One Way or Another (Teenage Kicks),One Direction,175472765,39843,2013.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
"The Strokes - Call It Fate, Call It Karma",The Strokes,174099690,105402,2013.0,Rock,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",alternative rock,garage rock,modern rock
London Grammar - Wasting My Young Years,London Grammar,173212932,52367,2013.0,Pop,"['metropopolis', 'nottingham indie']",metropopolis,nottingham indie,Unknown
OneRepublic - If I Lose Myself,OneRepublic,173210788,33267,2013.0,Pop,"['piano rock', 'pop']",piano rock,pop,Unknown
Five Finger Death Punch - House of the Rising Sun,Five Finger Death Punch,172014934,59440,2013.0,Metal,"['alternative metal', 'groove metal', 'nu metal']",alternative metal,groove metal,nu metal
will.i.am - Feelin' Myself,will.i.am,171538048,22133,2013.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
J. Cole - Forbidden Fruit,J. Cole,171296404,44019,2013.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop
Ariana Grande - Honeymoon Avenue,Ariana Grande,170784362,69413,2013.0,Pop,['pop'],pop,Unknown,Unknown
Little Mix - Salute,Little Mix,170596226,32371,2013.0,Pop,"['girl group', 'pop', 'talent show', 'uk pop']",girl group,pop,talent show
HAIM - The Wire,HAIM,169587123,37610,2013.0,Electronic/Dance,"['indietronica', 'metropopolis']",indietronica,metropopolis,Unknown
Selena Gomez - Slow Down,Selena Gomez,169196733,42893,2013.0,Pop,"['pop', 'post-teen pop']",pop,post-teen pop,Unknown
Juan Magán - Si No Te Quisiera,Juan Magán,169106070,56596,2013.0,Hip-Hop/Rap,"['electro latino', 'spanish pop']",electro latino,spanish pop,Unknown
Skillet - Not Gonna Die,Skillet,168543501,62601,2013.0,Metal,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",alternative metal,christian alternative rock,christian music
Los Bunkers - Bailando Solo,Los Bunkers,168462757,100763,2013.0,Rock,"['chilean rock', 'concepcion indie', 'latin alternative', 'latin rock', 'rock en espanol']",chilean rock,concepcion indie,latin alternative
The National - I Need My Girl,The National,168386446,41148,2013.0,Pop,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock']",chamber pop,indie folk,indie rock
Lorde - Glory And Gore,Lorde,168246906,30320,2013.0,Pop,"['art pop', 'metropopolis', 'nz pop', 'pop']",art pop,metropopolis,nz pop
Lorde - The Love Club,Lorde,168034297,57147,2013.0,Pop,"['art pop', 'metropopolis', 'nz pop', 'pop']",art pop,metropopolis,nz pop
One Direction - Happily,One Direction,167525187,34285,2013.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
Yandel - Moviendo Caderas,Yandel,166942273,36720,2013.0,Hip-Hop/Rap,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",electro latino,reggaeton,trap latino
Rufus Wainwright - Hallelujah,Rufus Wainwright,166106352,51181,2013.0,Pop,"['canadian pop', 'chamber pop', 'melancholia', 'piano rock', 'singer-songwriter']",canadian pop,chamber pop,melancholia
Sage The Gemini - Red Nose,Sage The Gemini,165793844,39166,2013.0,Hip-Hop/Rap,"['hyphy', 'pop rap', 'southern hip hop', 'trap']",hyphy,pop rap,southern hip hop
